bbcfb3e7feb221ab1abe0a487c23f7861f828f50,DELETE,regular-file,resnet/modelo.h5,134,
826e0e9611b7ca2d4f5c5670f0e5dc67302c98c4,DELETE,regular-file,resnet/pesosmodelo.h5,134,
